Fecha,CodigoUnidadGeneracion,IrradiacionPanel,TemperaturaPanel,IrradiacionGlobal,TemperaturaAmbiente
2025-09-27,Uns09144,257.15,34.24,260.81,28.28
2025-09-27,Uns20201,279.57,16.85,264.88,12.87
2025-09-27,Uns10100,338.87,34.54,294.99,26.79
2025-09-27,Uns19470,657.96,45.47,548.33,28.76
2025-09-27,Uns21219,,,,
2025-09-27,Uns15163,480.31,34.25,478.44,25.22
2025-09-27,Uns10520,352.81,44.09,349.41,25.01
2025-09-27,Uns19733,601.41,30.87,598.05,45.56
2025-09-27,Uns11013,370.94,39.62,357.09,27.51
2025-09-27,Uns15166,361.61,24.53,291.58,14.63
2025-09-27,Uns19731,590.4,45.19,576.1,30.98
2025-09-27,Uns19464,759.29,47.84,660.71,29.42
2025-09-27,Uns10524,,,,
2025-09-27,Uns07300,768.39,44.38,603.19,33.05
2025-09-27,Uns15923,373.38,16.11,345.65,26.07
2025-09-27,Uns15904,603.35,,545.91,28.79
2025-09-27,Uns18128,305.41,36.41,307.07,27.32
2025-09-27,Uns07297,544.42,40.61,417.33,28.3
2025-09-27,Uns20466,,,,
2025-09-27,Uns10865,405.42,38.11,468.09,37.54
2025-09-27,Uns07299,5.19,20.11,2.86,20.82
2025-11-04,Uns15902,,39.17,379.76,28.27
2025-11-04,Uns20466,,,,
2025-11-04,Uns19733,419.01,0,111,
2025-11-04,Uns19462,73.1,42.69,529.18,29.06
2025-11-04,Uns07301,649.52,42.3,522.65,31.06
2025-11-04,Uns07300,655.01,36.82,503.41,30.92
2025-11-04,Uns10865,284.33,35.56,294.15,34.27
2025-11-04,Uns20201,821.49,37.46,705.11,20.53
2025-11-04,Uns07297,739.93,48.61,600.28,31.86
2025-11-04,Uns07303,457.61,41.67,518.91,30.95
2025-11-04,Uns10127,613.25,,,
2025-11-04,Uns15166,281.96,26.67,218.77,18.2
2025-11-04,Uns18125,412.46,39.45,392.69,29.4
2025-11-04,Uns17651,509.64,40.94,503.65,28.52
2025-11-04,Uns10524,,,,
2025-11-04,Uns09143,533.62,46.73,520.79,26.67
2025-11-04,Uns18122,,,,
2025-11-04,Uns19468,,0,,0
2025-11-04,Uns18128,409.86,39.97,403.71,28.46
2025-11-04,Uns10100,252.39,33.67,236,26.66
2025-11-04,Uns19470,541.59,41.91,492.34,28.52
2025-11-04,Uns21219,,,,
2025-11-04,Uns19573,612.94,46.15,500.84,30.55
2025-11-04,Uns51562,165,34.7,894,31.39
2025-11-04,Uns15163,382.54,32.13,360.8,24.72
2025-11-04,Uns10125,,,,
2025-11-04,Uns10520,372.66,43.1,355.89,26.44
2025-11-04,Uns11013,525.79,43.71,391.76,27.97
2025-11-04,Uns19731,445.92,40.54,381.42,28.83
2025-11-04,Uns19464,647.55,43.72,539.29,29.13
2025-11-04,Uns10522,366.74,57.92,356.33,26.94
2025-11-04,Uns16743,576.69,43.45,496.3,30.89
2025-11-04,Uns15923,395.44,16.18,322.03,27.68
2025-11-04,Uns15904,461.8,,423.24,
2025-11-04,Uns09144,202.12,31.15,202.51,26.16
2025-11-04,Uns07299,635.03,43.25,509.93,29.43
2025-11-04,Uns53072,489.15,37.16,456.53,25.63
2025-11-13,Uns19464,28.7,35.38,138.52,25.8
2025-11-13,Uns07297,605.99,58.53,489.45,29.09
2025-11-13,Uns15902,340.62,37.16,323.29,28.26
2025-11-13,Uns20466,,,,
2025-11-13,Uns18120,471.58,40.37,451.65,30.41
2025-11-13,Uns21219,,,,
2025-11-13,Uns19573,660.88,46.71,525.25,30.77
2025-11-13,Uns51562,20,26.79,118,25.75
2025-11-13,Uns15163,318.55,32.19,362.73,24.77
2025-11-13,Uns07303,491.07,42.36,493.62,31.69
2025-11-13,Uns10125,,,,
2025-11-13,Uns10520,366.97,44.27,344.22,24.57
2025-11-13,Uns19733,397.88,,,
2025-11-13,Uns10127,274.26,,,
2025-11-13,Uns11013,308.76,37.54,294.1,26.69
2025-11-13,Uns15166,209.49,20.23,171.96,13.97
2025-11-13,Uns19462,53.59,34.23,353.34,25.95
2025-11-13,Uns17651,483.04,47.13,512.9,28.92
2025-11-13,Uns10522,350.21,56.28,337.08,25.19
2025-11-13,Uns10524,,,,
2025-11-13,Uns07301,279.36,12.22,253.3,26.75
2025-11-13,Uns07300,,26.74,264.91,26.64
2025-11-13,Uns09143,306.35,34.36,301.17,24.95
2025-11-13,Uns18122,484.01,39.93,438.59,28.55
2025-11-13,Uns16743,531.16,43.07,448.09,31.24
2025-11-13,Uns15923,409.89,16.58,326.72,26.85
2025-11-13,Uns19468,,0,,0
2025-11-13,Uns10865,416.73,39.91,393.4,38.01
2025-11-13,Uns15904,476.36,41.67,439.41,29.38
2025-11-13,Uns09144,136.13,27.86,137.84,24.68
2025-11-13,Uns20201,194.84,18.01,229.09,14.58
2025-11-13,Uns18128,442.19,41.55,424.56,29.51
2025-11-13,Uns10100,363.03,35.83,296.02,26.77
2025-11-13,Uns19470,605.84,45.63,509.2,29.05
2025-11-13,Uns07299,275.23,33.4,274.18,24.93
2025-11-13,Uns53072,,,,
2025-11-13,Uns19731,395.82,40.24,381.89,27.97
2025-11-13,Uns18125,464.26,42.97,454.74,30.75
2025-12-18,Uns15902,423.74,40.94,388.65,28.48
2025-12-18,Uns18126,,,,
2025-12-18,Uns20466,,,,
2025-12-18,Uns18120,,,,
2025-12-18,Uns21219,,,,
2025-12-18,Uns07303,398.06,40.59,,
2025-12-18,Uns10125,,,,
2025-12-18,Uns10520,348.54,42.75,320.21,27.12
2025-12-18,Uns11013,300.08,36.98,259.58,27.43
2025-12-18,Uns19731,400.65,,361.34,0
2025-12-18,Uns18125,539.42,43.95,522.24,30.87
2025-12-18,Uns17651,504.18,42.01,440.29,30.09
2025-12-18,Uns10524,,,,
2025-12-18,Uns07300,633.29,,30.35,34.71
2025-12-18,Uns10865,422.27,39.26,396.16,37.64
2025-12-18,Uns09144,198.98,30.56,193.75,27.26
2025-12-18,Uns20201,428.26,20.62,356.08,14.04
2025-12-18,Uns53072,534.93,40.24,482.07,27.21
2025-12-18,Uns51562,20,26.79,118,25.75
2025-12-18,Uns19573,619,46.77,481.11,32.22
2025-12-18,Uns10522,347.57,54.38,326.79,27.45
2025-12-18,Uns15163,371.7,32.81,353.41,24.98
2025-12-18,Uns07301,465.83,,30.37,37.91
2025-12-18,Uns19733,410.51,,,
2025-12-18,Uns16743,574.08,42.65,474.41,31.37
2025-12-18,Uns10100,323.96,36.37,250.28,27.12
2025-12-18,Uns19470,,0,,30.07
2025-12-18,Uns07297,,,,
2025-12-18,Uns10127,549.43,,100.09,
2025-12-18,Uns15166,446.38,41.93,351.26,26.93
2025-12-18,Uns19464,465.66,39.18,427.66,20.99
2025-12-18,Uns19462,61.68,38.35,397.78,22.65
2025-12-18,Uns09143,0.92,12.15,1.24,1.48
2025-12-18,Uns18122,,,,
2025-12-18,Uns15923,359.62,14.4,281.46,26.21
2025-12-18,Uns19468,,0,,0
2025-12-18,Uns15904,,41.01,,30.33
2025-12-18,Uns18128,460.63,43.58,429.34,29.7
2025-12-18,Uns07299,463.71,,28.76,39.64
2025-10-03,Uns15902,386.18,40.06,359.03,28.85
2025-10-03,Uns20466,,,,
2025-10-03,Uns21219,,,,
2025-10-03,Uns19573,552.17,40.48,475.29,29.61
2025-10-03,Uns51562,,,,
2025-10-03,Uns15163,367.5,35.11,363.77,26.14
2025-10-03,Uns07303,483.05,38.37,432.85,30.01
2025-10-03,Uns10125,,,,
2025-10-03,Uns10520,273.28,43.2,274.06,25.73
2025-10-03,Uns19733,387.01,26.07,370.99,35.8
2025-10-03,Uns10127,588.38,,99.08,
2025-10-03,Uns11013,274.41,36.19,269.66,27.07
2025-10-03,Uns15166,263.56,23.52,233.88,14.87
2025-10-03,Uns19462,78.64,44.88,509.85,29.23
2025-10-03,Uns17651,,0,,0
2025-10-03,Uns10522,268.46,58.55,269.79,26.1
2025-10-03,Uns10524,,,,
2025-10-03,Uns07301,582.51,43.32,449.95,30.02
2025-10-03,Uns07300,565.05,39.56,443.17,30.06
2025-10-03,Uns09143,,,,
2025-10-03,Uns16743,506.24,41.76,466.04,30.35
2025-10-03,Uns15923,330.81,15.13,297.33,26.9
2025-10-03,Uns19468,660.85,,575.64,29.87
2025-10-03,Uns10865,312.74,37.6,389.45,33.45
2025-10-03,Uns15904,549.17,,499.91,29.61
2025-10-03,Uns09144,139.41,27.82,141.55,25.26
2025-10-03,Uns20201,171.4,15.61,179.55,13.29
2025-10-03,Uns18128,293.11,37.7,288.14,28.6
2025-10-03,Uns10100,306,37.12,277.56,27.35
2025-10-03,Uns19470,513.05,42.01,458.45,29.86
2025-10-03,Uns19464,548.31,45.4,470.87,29.35
2025-10-03,Uns07299,510.61,40.88,403.71,27.44
2025-10-03,Uns19731,360.21,36.23,347.96,26.38
2025-10-03,Uns18125,299.92,36.94,295.79,29.55
2025-10-03,Uns07297,,,,
2025-11-11,Uns10865,204.21,33.26,199.03,34.45
2025-11-11,Uns15902,381.6,38.62,343.53,28.3
2025-11-11,Uns20466,,,,
2025-11-11,Uns18120,252.1,33.19,247.39,28.57
2025-11-11,Uns21219,,,,
2025-11-11,Uns19573,530.98,43.07,432.01,30.4
2025-11-11,Uns51562,165,34.7,894,31.39
2025-11-11,Uns15163,356.84,33.51,345.78,25.67
2025-11-11,Uns07303,369.35,37.6,341.06,30.26
2025-11-11,Uns10520,292.88,44.17,281.47,25.73
2025-11-11,Uns19733,478.56,0,111,
2025-11-11,Uns10127,,,,
2025-11-11,Uns11013,209.51,33.55,204.32,25.58
2025-11-11,Uns15166,198.43,19.46,172.36,14.01
2025-11-11,Uns19731,478.81,41.07,412.8,28.76
2025-11-11,Uns19464,26.59,32.46,137.11,24.89
2025-11-11,Uns18125,269.08,34.64,263.48,28.55
2025-11-11,Uns19462,47.09,32.17,280.69,24.94
2025-11-11,Uns17651,513.92,43.34,468.11,29.27
2025-11-11,Uns10522,278.33,56.93,272.88,26.21
2025-11-11,Uns10524,,,,
2025-11-11,Uns07301,286.8,22.68,289.88,27.94
2025-11-11,Uns07300,,28.12,276.66,27.94
2025-11-11,Uns09143,512.89,47.34,500.62,28.68
2025-11-11,Uns18122,271.92,33.31,249.28,27.05
2025-11-11,Uns15923,287.58,14.92,258.92,27.38
2025-11-11,Uns19468,,0,,0
2025-11-11,Uns09144,,,,
2025-11-11,Uns20201,368.99,19.05,360.56,12.64
2025-11-11,Uns18128,258.7,34.98,249.6,27.81
2025-11-11,Uns07297,538.62,41.56,437.66,30.5
2025-11-11,Uns15904,355.43,38.54,341.23,28.69
2025-11-11,Uns53072,471.67,37.34,428.63,25.72
2025-11-11,Uns10125,,,,
2025-11-11,Uns16743,416.25,40.34,378.18,30.4
2025-11-11,Uns10100,262.39,33.82,232.63,27.05
2025-11-11,Uns19470,550.59,44.53,464.94,29.29
2025-11-11,Uns07299,278.46,35.08,271.48,26.25
2025-10-22,Uns15902,504.54,42.96,472.08,
2025-10-22,Uns20466,,,,
2025-10-22,Uns21219,,,,
2025-10-22,Uns19573,337.84,33.97,318.05,29.03
2025-10-22,Uns51562,43,33.7,255,31.02
2025-10-22,Uns15163,378.78,34.23,368.88,25.39
2025-10-22,Uns07303,,,,
2025-10-22,Uns10125,393.76,,,
2025-10-22,Uns10520,307.91,43.08,294.18,24.59
2025-10-22,Uns19733,567.7,27.28,532.25,42.07
2025-10-22,Uns10127,393.45,99,,
2025-10-22,Uns11013,360.75,37,340.94,27.38
2025-10-22,Uns15166,401.75,35.7,351.03,27.67
2025-10-22,Uns19731,513.67,41.67,473.73,27.65
2025-10-22,Uns19464,125.15,36.13,281.64,26.01
2025-10-22,Uns18125,391.08,38.56,393.78,29.3
2025-10-22,Uns19462,52.85,35.87,362.02,24.28
2025-10-22,Uns17651,528.67,42.42,503.75,28.5
2025-10-22,Uns10522,319.84,57.08,317.88,25.57
2025-10-22,Uns10524,,,,
2025-10-22,Uns07301,393.73,37,370.73,28.56
2025-10-22,Uns07300,383.68,34.23,355.03,28.54
2025-10-22,Uns09143,,,,
2025-10-22,Uns16743,318.2,34.57,329.31,28.16
2025-10-22,Uns15923,229.82,13.99,235.82,26.17
2025-10-22,Uns19468,250.84,,260.64,26.42
2025-10-22,Uns10865,399.89,36.07,193.71,17.35
2025-10-22,Uns15904,159.64,,170.68,26.35
2025-10-22,Uns09144,,,,
2025-10-22,Uns20201,349.41,22.51,335.45,15.96
2025-10-22,Uns18128,403.6,38.63,398.37,28.49
2025-10-22,Uns10100,221.82,31.42,216.76,25.97
2025-10-22,Uns19470,618.47,44.44,523.17,28.65
2025-10-22,Uns53072,639.09,41.78,564.64,25.37
2025-10-22,Uns07297,,,,
2025-10-22,Uns07299,387.89,38.01,340.95,26.97
2025-10-23,Uns15902,479.15,41.17,415.86,29.18
2025-10-23,Uns20466,,,,
2025-10-23,Uns21219,,,,
2025-10-23,Uns19573,369.2,35.94,343.93,29.26
2025-10-23,Uns51562,57.03,29.42,290.78,27.36
2025-10-23,Uns15163,385.23,33.83,378.97,24.14
2025-10-23,Uns07303,472.81,36.98,,
2025-10-23,Uns10520,202.11,43.24,195.96,24.58
2025-10-23,Uns19733,498.41,23.72,481.07,41.44
2025-10-23,Uns10127,286.51,,,
2025-10-23,Uns11013,324.26,38.71,304.41,27.94
2025-10-23,Uns15166,401.84,36.63,351.53,28.46
2025-10-23,Uns19731,499.31,40.5,490.42,27.34
2025-10-23,Uns19464,224.58,42.81,320.46,27.33
2025-10-23,Uns18125,272.31,33.77,267.8,28.35
2025-10-23,Uns19462,66.19,44.58,504.01,26.3
2025-10-23,Uns17651,416.66,39.7,369.96,28.3
2025-10-23,Uns10522,197.07,56.43,195.34,25.25
2025-10-23,Uns10524,,,,
2025-10-23,Uns07300,312.4,31.29,301.84,27.12
2025-10-23,Uns09143,,,,
2025-10-23,Uns16743,466.69,40.91,420.21,30.55
2025-10-23,Uns19468,638.15,,548.49,30.01
2025-10-23,Uns10865,321.29,35.03,206.02,23.57
2025-10-23,Uns15904,520.54,,477.2,28.65
2025-10-23,Uns20201,512.49,19.82,415.45,11.82
2025-10-23,Uns18128,283.05,33.97,273.58,27.43
2025-10-23,Uns10100,161.2,30.65,130.61,25.52
2025-10-23,Uns19470,510.92,42.15,424.35,28.26
2025-10-23,Uns07299,288.88,33.88,277.02,25.32
2025-10-23,Uns53072,488.42,37.02,448.07,24.52
2025-10-23,Uns07297,389.99,40.26,304.32,29.3
2025-10-23,Uns10125,290.18,,,
2025-10-23,Uns07301,315.38,33.28,309.08,27.2
2025-10-23,Uns15923,170.89,13.32,177.79,26.09
2025-10-23,Uns09144,,,,
2025-12-02,Uns15902,438.52,41.18,390.43,28.45
2025-12-02,Uns18126,244.19,33.55,239.08,26.67
2025-12-02,Uns20466,,,,
2025-12-02,Uns18120,269.97,33.96,254.51,27.19
2025-12-02,Uns21219,,,,
2025-12-02,Uns19573,,20.08,,14.29
2025-12-02,Uns51562,20,26.79,118,25.75
2025-12-02,Uns15163,346.31,32.59,344.47,23.88
2025-12-02,Uns07303,486.49,40.15,,
2025-12-02,Uns10520,258.99,43.82,246.65,24.41
2025-12-02,Uns19733,505.33,,,
2025-12-02,Uns10127,401.45,99,97.92,
2025-12-02,Uns11013,274,36.69,264.16,26.79
2025-12-02,Uns15166,29.07,15.19,17.6,14.26
2025-12-02,Uns19731,516.34,,457.47,0
2025-12-02,Uns19464,394.82,37.51,372.36,27.8
2025-12-02,Uns18125,255.11,33.92,249.46,27.2
2025-12-02,Uns19462,63.72,37.25,405.71,7.79
2025-12-02,Uns17651,428.99,39.44,445.97,28.46
2025-12-02,Uns10522,254.46,54.41,247.88,24.33
2025-12-02,Uns10524,,,,
2025-12-02,Uns07301,352.39,4.04,356.14,29.37
2025-12-02,Uns07300,409.9,35.76,365.63,29.41
2025-12-02,Uns09143,0.77,15.11,0.78,1.41
2025-12-02,Uns18122,271.33,33.4,255.1,25.57
2025-12-02,Uns10865,259.87,33.65,213.94,33.27
2025-12-02,Uns09144,,,,
2025-12-02,Uns20201,278.2,19.36,260.03,13.91
2025-12-02,Uns18128,249.05,33.91,242.56,26.3
2025-12-02,Uns10100,307.53,33.15,261.24,25.69
2025-12-02,Uns19470,502.11,41.74,455.86,28.45
2025-12-02,Uns07297,660.53,46.46,490.41,29.37
2025-12-02,Uns16743,438.98,38.23,348.27,28.98
2025-12-02,Uns15923,364.62,15.05,286.13,26.08
2025-12-02,Uns15904,,44.13,,29.1
2025-12-02,Uns10125,371.52,,,
2025-12-02,Uns07299,362.88,36.88,352.27,27.85
2025-12-02,Uns53072,364.89,33.87,357.72,24.17
2025-12-02,Uns19468,,0,,0
2025-09-16,Uns16743,447.62,41.14,401.89,29.72
2025-09-16,Uns17651,531.58,45.47,471.06,32.16
2025-09-16,Uns10522,347.26,62.38,352.34,27.98
2025-09-16,Uns10524,,,,
2025-09-16,Uns09143,340.04,37.69,340.97,27.62
2025-09-16,Uns15923,432.82,16.06,363.39,27.8
2025-09-16,Uns09144,163.74,30.75,171.34,27.9
2025-09-16,Uns20201,316.27,17.82,283.58,12.47
2025-09-16,Uns19468,665.86,,578.85,30.84
2025-09-16,Uns10100,369.82,37.07,249.77,28.87
2025-09-16,Uns19470,518.75,45.53,460.32,31.62
2025-09-16,Uns07297,627.92,47.1,497.43,31.89
2025-09-16,Uns15902,387.13,40.37,361.67,29.03
2025-09-16,Uns20466,,,,
2025-09-16,Uns21219,,,,
2025-09-16,Uns19573,607.01,45.94,512.72,31.56
2025-09-16,Uns51562,14,29.89,81,28.12
2025-09-16,Uns15163,351.26,33.26,353.31,24.46
2025-09-16,Uns07303,507.55,39.65,477.12,31.72
2025-09-16,Uns10125,708.29,,99.88,0
2025-09-16,Uns10520,345.65,43.86,351.63,27.31
2025-09-16,Uns19733,537.86,33.22,523.17,45.41
2025-09-16,Uns10127,713.3,,97.51,0
2025-09-16,Uns11013,268.59,36.26,271.49,26.76
2025-09-16,Uns15166,414.08,39.81,379.11,28.32
2025-09-16,Uns19731,532.5,44.26,454.79,32.74
2025-09-16,Uns19464,537.08,44.15,445.8,29.03
2025-09-16,Uns18125,340.18,37.77,341.46,30.32
2025-09-16,Uns19462,75.16,42.94,473.56,29.02
2025-09-16,Uns07301,569.1,45.13,478.48,30.99
2025-09-16,Uns07300,549.67,41.1,382.81,26.9
2025-09-16,Uns10865,386.56,38.67,468.09,37.54
2025-09-16,Uns15904,608.63,,543.17,29.89
2025-09-16,Uns18128,340.56,38.46,340.48,29.44
2025-09-16,Uns07299,524.35,45.21,433.72,28.77
2025-09-02,Uns07303,434.4,39.65,345.64,32.45
2025-09-02,Uns19733,,,,
2025-09-02,Uns10127,542.64,,,
2025-09-02,Uns11013,312.65,38.3,314.48,26.12
2025-09-02,Uns15166,332.26,43.21,286.46,30.42
2025-09-02,Uns19464,,,,
2025-09-02,Uns17651,577.22,47.31,589.96,30.51
2025-09-02,Uns10522,359.94,65.34,371.97,28.06
2025-09-02,Uns09143,405.19,39.03,407.75,27.61
2025-09-02,Uns18128,353.42,41.42,358.05,29.86
2025-09-02,Uns10524,,,,
2025-09-02,Uns07301,495.52,40.73,409.35,28.79
2025-09-02,Uns16743,542.77,43.89,514.07,30.98
2025-09-02,Uns15902,487.82,44.01,435.66,29.27
2025-09-02,Uns10865,486.4,41.79,288.43,29.93
2025-09-02,Uns15904,601.76,,521.1,29.87
2025-09-02,Uns20201,252.59,17.32,246.19,13.41
2025-09-02,Uns20466,,,,
2025-09-02,Uns10100,282.26,34.46,261.81,27.52
2025-09-02,Uns19470,,,,
2025-09-02,Uns21219,,,,
2025-09-02,Uns19573,,,,
2025-09-02,Uns51562,47.03,33.64,267.74,30.91
2025-09-02,Uns15163,385.95,34.57,391.23,26.49
2025-09-02,Uns10125,,,,
2025-09-02,Uns10520,361.31,43.97,370.3,27.65
2025-09-02,Uns19731,,,,
2025-09-02,Uns18125,333.24,39.42,342.9,30.89
2025-09-02,Uns19462,,,,
2025-09-02,Uns07300,480.06,37.8,402.81,28.62
2025-09-02,Uns15923,343.54,15.05,300.23,27.61
2025-09-02,Uns19468,,,,
2025-09-02,Uns09144,,,,
2025-09-02,Uns07299,,2.36,,2.05
2025-09-02,Uns07297,496.91,42.51,387.67,28.93
2025-10-07,Uns15902,641.13,47.52,548.77,30.4
2025-10-07,Uns20466,,,,
2025-10-07,Uns21219,,,,
2025-10-07,Uns19573,580.57,44.38,444.01,30.19
2025-10-07,Uns51562,,,,
2025-10-07,Uns15163,361.11,33.04,358.36,24.4
2025-10-07,Uns07303,521.07,38.1,422.94,30.06
2025-10-07,Uns10520,357.95,44.54,351.32,25.67
2025-10-07,Uns19733,342.49,26.21,352.58,35.67
2025-10-07,Uns10127,547.77,,98.04,
2025-10-07,Uns11013,381.49,39.81,361.32,27.75
2025-10-07,Uns15166,291.66,23.37,261.98,14.52
2025-10-07,Uns19731,337.52,35.94,350.74,26.48
2025-10-07,Uns19464,322.62,45,330.28,28.27
2025-10-07,Uns18125,498.33,43.26,501.51,31.19
2025-10-07,Uns19462,73.13,44.01,517.06,28.34
2025-10-07,Uns17651,,0,,0
2025-10-07,Uns10522,362.14,58.74,357.58,26.34
2025-10-07,Uns10524,,,,
2025-10-07,Uns07301,,,,
2025-10-07,Uns07300,519.86,39.15,420.71,30.17
2025-10-07,Uns09143,,,,
2025-10-07,Uns16743,685.53,46.87,564.09,31.32
2025-10-07,Uns15923,449.43,16.93,370.5,27.87
2025-10-07,Uns19468,493.6,,442.52,28.6
2025-10-07,Uns10865,499.82,42.75,247.24,19.09
2025-10-07,Uns15904,531.33,,455.94,29.15
2025-10-07,Uns09144,268.71,33.19,,27.49
2025-10-07,Uns20201,436.08,21.97,376.12,14.48
2025-10-07,Uns18128,537.93,44.88,525.8,29.96
2025-10-07,Uns10100,290.68,34.63,275.17,26.46
2025-10-07,Uns19470,656.4,47.6,545.66,29.93
2025-10-07,Uns07299,506.81,42.57,424.92,27.96
2025-10-07,Uns10125,,,,
2025-10-07,Uns07297,,,,
2025-12-21,Uns15902,599.41,45.95,493.73,30.19
2025-12-21,Uns18126,521.52,43.49,489.28,29.88
2025-12-21,Uns20466,,,,
2025-12-21,Uns21219,,,,
2025-12-21,Uns19573,610.14,20.66,431.05,29.55
2025-12-21,Uns51562,20,26.79,118,25.75
2025-12-21,Uns15163,355.02,29.89,344.46,22.72
2025-12-21,Uns07303,479.36,40.22,463.37,32.65
2025-12-21,Uns10125,,,,
2025-12-21,Uns10520,133.44,43.96,133.37,25.01
2025-12-21,Uns10127,708.86,,99.92,
2025-12-21,Uns15166,448.04,46.29,349.63,29.12
2025-12-21,Uns19731,302.23,32.58,254.34,26.39
2025-12-21,Uns19462,66.52,36.54,420.99,21.1
2025-12-21,Uns10524,,,,
2025-12-21,Uns07301,640.32,,30.36,40.42
2025-12-21,Uns15923,375.02,14.13,291.32,26.2
2025-12-21,Uns19468,,0,,0
2025-12-21,Uns10865,494.34,40.33,436.59,37.48
2025-12-21,Uns15904,,43.72,,30.69
2025-12-21,Uns20201,456.8,21.07,375.06,15.01
2025-12-21,Uns07299,634.01,,28.64,42.54
2025-12-21,Uns53072,293.99,33.09,294.32,25.14
2025-12-21,Uns18128,534.53,44.81,500.31,30.03
2025-12-21,Uns18120,506.15,41.15,467.79,30.29
2025-12-21,Uns19733,292.82,,,
2025-12-21,Uns11013,306.61,37.16,275.15,27.08
2025-12-21,Uns19464,470.82,38.79,418.36,21.44
2025-12-21,Uns18125,492.68,41.73,476.29,30.64
2025-12-21,Uns17651,420.42,41.05,371.71,29.87
2025-12-21,Uns10522,131.14,53.1,132.57,25.48
2025-12-21,Uns07300,853.44,,30.22,35.75
2025-12-21,Uns09143,0.9,12.75,0.9,1.46
2025-12-21,Uns18122,493.47,40.9,451.79,28.34
2025-12-21,Uns16743,606.76,42.48,492.53,31.29
2025-12-21,Uns09144,151.27,27.24,150.46,24.1
2025-12-21,Uns10100,372.29,36.68,286.83,26.31
2025-12-21,Uns19470,,0,,29.11
2025-12-21,Uns07297,,,,
2025-10-17,Uns15902,532.2,42.91,442.26,28.96
2025-10-17,Uns20466,,,,
2025-10-17,Uns21219,,,,
2025-10-17,Uns19573,393.02,39.05,365.93,28.72
2025-10-17,Uns51562,43,33.7,255,31.02
2025-10-17,Uns15163,355.87,32.85,351.06,24.81
2025-10-17,Uns07303,299.2,31.54,,28.16
2025-10-17,Uns10125,405.65,,,
2025-10-17,Uns10520,227.06,40.84,218.75,23.12
2025-10-17,Uns19733,569.49,28.17,533.23,42.31
2025-10-17,Uns10127,448.4,,,
2025-10-17,Uns11013,379.11,38.77,353.3,26.48
2025-10-17,Uns15166,652.7,44.88,516.54,28.47
2025-10-17,Uns19731,499.42,42.96,521.17,28.52
2025-10-17,Uns19464,224.81,40.71,258.29,26.62
2025-10-17,Uns18125,366.15,37.82,357.26,29.56
2025-10-17,Uns19462,77.3,44.86,538.81,6.01
2025-10-17,Uns17651,218.15,36.31,305.33,27.17
2025-10-17,Uns10522,223.71,54.24,220.95,24.21
2025-10-17,Uns10524,,,,
2025-10-17,Uns07301,384.93,36.34,397.49,28.41
2025-10-17,Uns07300,399.51,34.47,410.6,28.43
2025-10-17,Uns09143,,,,
2025-10-17,Uns16743,440.6,39.04,411.27,29.15
2025-10-17,Uns15923,256.96,14.37,265.11,26.35
2025-10-17,Uns19468,545.71,,503.2,27.77
2025-10-17,Uns10865,500.96,41.47,177.15,17.67
2025-10-17,Uns15904,354.31,,350.04,27.83
2025-10-17,Uns09144,229.64,29.81,225.67,24.01
2025-10-17,Uns20201,357.05,22.09,402.12,14.81
2025-10-17,Uns18128,400.82,40.39,399.22,28.58
2025-10-17,Uns10100,314.19,34.72,284.33,25.99
2025-10-17,Uns19470,334.16,35.87,293.49,27.2
2025-10-17,Uns07299,5.04,21.11,3.06,22.21
2025-10-17,Uns07297,394.94,35.55,348.35,25.57
2025-12-29,Uns18126,519.07,42.73,475.84,30.27
2025-12-29,Uns20466,,,,
2025-12-29,Uns51562,20,26.79,118,25.75
2025-12-29,Uns15163,365.18,31.29,350.91,23.43
2025-12-29,Uns10520,357.87,43.75,327.18,26.37
2025-12-29,Uns19731,606.66,43.08,484.95,29.99
2025-12-29,Uns19464,369.02,37.02,343,30.36
2025-12-29,Uns10522,347.16,55.44,332.75,27.28
2025-12-29,Uns07301,399.78,36.66,332.7,29.46
2025-12-29,Uns18122,509.85,40.66,458.01,28.87
2025-12-29,Uns10865,586.77,42.38,497.27,37.06
2025-12-29,Uns09144,253.84,31.85,234.94,26.69
2025-12-29,Uns20201,,,,
2025-12-29,Uns10127,418.72,,99.78,
2025-12-29,Uns19462,53.27,36.19,328.51,30.62
2025-12-29,Uns19468,,0,,0
2025-12-29,Uns15904,,44.06,,31.74
2025-12-29,Uns10100,361.69,36.29,280.66,25.59
2025-12-29,Uns19470,,0,,30.57
2025-12-29,Uns07299,367.44,37.66,318.13,27.82
2025-12-29,Uns15902,573.2,44.25,481.04,30.41
2025-12-29,Uns18120,494.52,41.25,450.94,30.87
2025-12-29,Uns21219,,,,
2025-12-29,Uns19573,633.35,54.17,340.91,30.09
2025-12-29,Uns07303,459.26,42.13,,
2025-12-29,Uns10125,379.95,,,
2025-12-29,Uns19733,618.83,,,
2025-12-29,Uns11013,319.12,38.42,289.76,27.66
2025-12-29,Uns15166,476,29.03,397.35,16.29
2025-12-29,Uns18125,508.1,41.4,478.07,31.05
2025-12-29,Uns17651,538.6,45.72,477.08,30.75
2025-12-29,Uns10524,,,,
2025-12-29,Uns07300,473.26,33.63,324.4,29.34
2025-12-29,Uns09143,0.94,11.86,0.92,1.47
2025-12-29,Uns16743,611.93,42.69,490.82,31.92
2025-12-29,Uns15923,369.88,14.42,283.7,26.15
